total.voter,total.vote,valid.vote,opened.ballot,total.ballot,EVET.vote,EVET.ratio,HAYIR.vote,HAYIR.ratio,district.LAU,voter.count.Haziran,voted.count.Haziran,unchallenged.valid.vote.count.Haziran,challenged.valid.vote.count.Haziran,total.valid.vote.count.Haziran,invalid.vote.count.Haziran,AKP.Haziran,CHP.Haziran,HDP.Haziran,MHP.Haziran,voter.count.Kasim,voted.count.Kasim,unchallenged.valid.vote.count.Kasim,challenged.valid.vote.count.Kasim,total.valid.vote.count.Kasim,invalid.vote.count.Kasim,AKP.Kasim,CHP.Kasim,HDP.Kasim,MHP.Kasim,AKP.2018meclis,MHP.2018meclis,CHP.2018meclis,IYI.2018meclis,SP.2018meclis,HDP.2018meclis,VP.2018meclis,HUDAPAR.2018meclis,BGMSZ.2018meclis,voter.count.2018meclis,voted.count.2018meclis,total.valid.vote.count.2018meclis,invalid.vote.count.2018meclis,INCE.2018cb,AKSENER.2018cb,ERDOGAN.2018cb,DEMIRTAS.2018cb,KARAMOLLAOGLU.2018cb,PERINCEK.2018cb,voter.count.2018cb,voted.count.2018cb,total.valid.vote.count.2018cb,invalid.vote.count.2018cb,province.name,province.name.ascii,province.HASC,province.iso3166.2,province.iso3166.2.character,province.NUTS3,province.FIPS,province.population.2007,province.area.km2,region.code,district.name,district.name.ascii,district.name.ascii.normalized
18208,15372,15124,48,48,5550,3670,9574,6330,1825,17629,14838,14593,0,14593,245,4065,6266,1841,2014,17876,14882,14703,0,14703,179,4862,6581,1559,1370,4777,1100,6310,1677,108,2111,54,16,5,18855,16511,16158,353,7677,996,5776,1647,59,35,18855,16527,16190,337,tekirdağ,tekirdag,TR.TG,59,59,TR211,TU59,728396,6218,MM,marmaraereğlisi,marmaraereglisi,marmaraereglisi
21309,19498,19231,64,64,5636,2931,13595,7069,1538,20646,18550,18210,0,18210,340,3957,10251,463,2764,20767,18659,18430,0,18430,229,4912,10781,375,1830,5250,1144,9759,2434,126,595,55,32,6,21762,19899,19401,498,11331,1581,6056,381,60,52,21762,19900,19461,439,tekirdağ,tekirdag,TR.TG,59,59,TR211,TU59,728396,6218,MM,muratlı,muratli,muratli
37420,33989,33520,104,104,10242,3055,23278,6945,1596,36444,32636,32069,0,32069,567,7393,14621,851,8102,36547,32750,32345,0,32345,405,9405,17635,587,3782,9275,1909,16678,4380,327,922,107,49,13,37843,34405,33660,745,19331,2776,10692,602,200,77,37843,34417,33678,739,tekirdağ,tekirdag,TR.TG,59,59,TR211,TU59,728396,6218,MM,saray,saray,saray
25295,21619,21169,80,80,6819,3221,14350,6779,1652,24956,21174,20728,0,20728,446,5593,11296,605,2394,25156,21044,20750,0,20750,294,6147,11502,536,1887,6986,1146,11094,2427,120,932,91,39,4,26742,23517,22839,678,12621,1731,7919,504,45,81,26742,23518,22901,617,tekirdağ,tekirdag,TR.TG,59,59,TR211,TU59,728396,6218,MM,şarköy,sarkoy,sarkoy
144177,128176,126544,401,401,46077,3641,80467,6359,2096,136388,118369,116399,4,116403,1966,36711,52851,4177,17579,137951,120004,118757,4,118761,1243,43878,55178,3180,13548,44405,7582,51421,18503,1114,5458,315,168,47,146503,131426,129013,2413,63496,12032,49861,2851,707,265,146503,131471,129212,2259,tekirdağ,tekirdag,TR.TG,59,59,TR211,TU59,728396,6218,MM,süleymanpaşa,suleymanpasa,suleymanpasa
15540,13060,12818,76,76,6570,5126,6248,4874,1129,16401,13527,13232,0,13232,295,5652,5111,298,1716,15772,13305,13102,0,13102,203,6329,5065,184,1218,5556,1650,5161,666,126,734,26,23,0,16055,14256,13942,314,6017,666,6985,93,91,22,16055,14266,13874,392,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,almus,almus,almus
6440,5835,5762,37,37,4063,7051,1699,2949,1151,6484,5786,5673,0,5673,113,3211,1172,42,1010,6462,5835,5763,0,5763,72,3721,1228,24,641,3277,809,1153,398,55,84,7,11,0,6379,5908,5794,114,1344,358,3995,15,52,4,6379,5910,5768,142,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,artova,artova,artova
4261,2986,2907,19,19,2129,7324,778,2676,1883,4270,3040,2962,0,2962,78,1684,455,22,643,3611,3071,3016,0,3016,55,2139,432,3,369,1850,463,504,179,35,5,8,15,0,3829,3142,3059,83,581,218,2207,1,30,8,3829,3143,3045,98,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,başçiftlik,basciftlik,basciftlik
66958,57641,56434,233,233,36817,6524,19617,3476,1308,65606,55389,53874,0,53874,1515,28595,7497,326,14418,65756,56860,55718,0,55718,1142,34606,8069,163,10974,31424,11200,9244,6167,913,275,166,153,0,68513,61276,59542,1734,10444,7044,40618,154,775,147,68513,61274,59182,2092,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,erbaa,erbaa,erbaa
45967,39516,38860,186,186,23541,6058,15319,3942,1545,45991,38274,37367,0,37367,907,18279,9505,504,7378,44885,38873,38156,5,38161,712,21464,10063,256,5279,18814,6491,9744,3612,417,729,104,63,0,46111,41084,39974,1110,11528,3319,24245,134,301,99,46111,41104,39626,1478,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,niksar,niksar,niksar
10114,9123,8971,39,39,6838,7622,2133,2378,1834,10089,8927,8772,0,8772,155,5593,741,33,2059,10071,8991,8874,0,8874,117,6445,942,11,1250,5880,1340,802,1005,81,22,25,17,0,10113,9328,9172,156,1299,671,7059,12,60,17,10113,9327,9118,209,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,pazar,pazar,pazar
23292,18017,17718,130,130,12287,6935,5431,3065,1584,24544,19052,18642,1,18643,409,10464,3598,103,3668,22725,18602,18257,0,18257,345,11112,3548,72,3006,10455,3651,3733,1252,219,170,49,39,0,23046,20003,19568,435,4285,1246,13633,45,176,40,23046,19999,19425,574,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,reşadiye,resadiye,resadiye
5581,4545,4477,25,25,3675,8209,802,1791,1987,5295,4401,4324,0,4324,77,2979,390,32,675,5268,4626,4559,0,4559,67,3568,385,18,456,2863,1031,387,260,54,16,6,5,0,5310,4720,4622,98,465,300,3757,7,49,13,5310,4720,4591,129,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,sulusaray,sulusaray,sulusaray
131471,118814,117306,412,412,78116,6659,39190,3341,1679,128145,113763,111859,0,111859,1904,62226,17875,1516,25768,128713,115995,114835,0,114835,1160,73578,21254,867,16347,64582,20620,19736,13167,1668,1752,159,156,0,134476,123567,121840,1727,26543,9753,82867,356,1368,146,134476,123540,121033,2507,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,tokat merkez,tokat merkez,tokat
59542,52149,51254,195,195,30228,5898,21026,4102,1690,59390,51292,50382,0,50382,910,24035,12592,803,10891,59079,51710,51114,0,51114,596,28240,13679,474,7367,24483,8187,12984,5575,889,1119,63,74,0,60401,54353,53374,979,15592,4821,31519,317,621,85,60401,54352,52955,1397,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,turhal,turhal,turhal
6355,5469,5387,30,30,4169,7739,1218,2261,1858,6573,5477,5349,0,5349,128,3180,590,52,1322,6548,5596,5501,0,5501,95,3832,605,27,879,3054,1199,613,418,73,46,7,18,0,6359,5540,5428,112,736,487,4093,22,62,7,6359,5540,5407,133,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,yeşilyurt,yesilyurt,yesilyurt
42140,37392,36877,199,199,18566,5035,18311,4965,1740,42869,37646,37046,0,37046,600,14562,13289,628,7271,42495,37508,37031,0,37031,477,17041,13692,410,5146,14701,5819,13751,2950,328,1047,44,41,0,42857,39321,38681,640,15485,3039,19427,118,251,40,42857,39339,38360,979,tokat,tokat,TR.TT,60,60,TR832,TU60,620722,9958,BS,zile,zile,zile
86766,76111,74525,311,311,51411,6898,23114,3102,1113,84062,72825,71124,0,71124,1701,40816,12796,471,12717,84474,74063,73038,0,73038,1025,50370,10824,218,9038,44574,10595,10155,9004,1697,461,164,109,36,89071,78911,76795,2116,14490,5770,54979,142,1087,164,89071,78918,76632,2286,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,akçaabat,akcaabat,akcaabat
33565,26632,26284,127,127,22249,8465,4035,1535,1141,33428,25202,24694,0,24694,508,18222,1503,212,3092,33510,26894,26540,0,26540,354,22014,1556,102,1910,19812,4024,1553,1544,971,179,37,19,5,34344,28633,28144,489,2369,1345,23721,78,583,39,34344,28636,28135,501,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,araklı,arakli,arakli
20413,17395,17197,72,72,14229,8274,2968,1726,1150,20570,16756,16488,0,16488,268,11831,1255,77,2420,20423,17121,16957,0,16957,164,13764,1205,23,1453,12158,2731,1258,1336,519,59,32,15,5,21038,18380,18113,267,1744,979,14871,31,390,36,21038,18381,18051,330,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,arsin,arsin,arsin
16460,14198,13880,59,59,5800,4179,8080,5821,1775,16441,14340,14028,4,14032,308,3985,2937,74,6598,16572,14233,13967,0,13967,266,5278,3582,46,4660,5352,1432,4351,2874,196,160,52,35,8,16871,14914,14460,454,5480,2173,6606,39,119,37,16871,14916,14454,462,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,beşikdüzü,besikduzu,besikduzu
11617,10254,10004,41,41,6800,6797,3204,3203,1896,11656,10184,9924,0,9924,260,5382,1194,29,2885,11712,10352,10170,0,10170,182,6662,1167,14,2019,5872,1562,1201,1341,117,46,29,34,2,11785,10547,10204,343,1683,1072,7244,29,99,25,11785,10549,10152,397,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,çarşıbaşı,carsibasi,carsibasi
10150,8248,8042,58,58,6309,7845,1733,2155,1244,10913,8553,8303,0,8303,250,5823,901,57,889,10771,8795,8611,0,8611,184,6752,857,30,637,6216,982,984,594,266,58,34,19,7,11059,9521,9160,361,1246,431,7211,26,190,20,11059,9519,9124,395,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,çaykara,caykara,caykara
2975,2402,2359,16,16,1996,8461,363,1539,1909,3119,2550,2461,0,2461,89,1847,177,11,210,3090,2599,2558,0,2558,41,2127,172,3,133,2116,223,171,168,140,3,8,2,1,3332,2923,2832,91,261,98,2341,3,104,6,3332,2923,2813,110,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,dernekpazarı,dernekpazari,dernekpazari
10513,8778,8549,36,36,5328,6232,3221,3768,1917,10703,8848,8579,0,8579,269,4502,2313,66,1275,10629,8729,8551,0,8551,178,5583,1960,31,697,4919,1183,1931,624,139,85,16,15,3,10682,9195,8915,280,2309,409,6050,28,91,19,10682,9197,8906,291,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,düzköy,duzkoy,duzkoy
5428,4589,4558,37,37,4132,9065,426,935,1942,5997,4974,4891,0,4891,83,3902,317,19,397,5792,4846,4798,0,4798,48,4173,286,6,233,4238,778,267,171,113,9,4,11,52,6444,5736,5643,93,371,136,5017,8,85,8,6444,5736,5625,111,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,hayrat,hayrat,hayrat
3642,2900,2825,21,21,2385,8442,440,1558,1966,3986,3015,2951,0,2951,64,2236,155,11,272,3865,3109,3071,0,3071,38,2592,150,1,184,2267,374,150,186,102,7,2,11,0,3843,3213,3099,114,216,137,2673,2,70,5,3843,3216,3103,113,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,köprübaşı,koprubasi,koprubasi
18448,15359,15045,97,97,10342,6874,4703,3126,1507,18942,15541,15183,0,15183,358,8866,3440,82,2149,18827,15874,15653,0,15653,221,10803,3154,52,1252,9737,1906,3011,1096,389,75,33,18,6,19243,16654,16271,383,3537,811,11696,33,137,30,19243,16661,16244,417,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,maçka,macka,macka
30663,25672,25183,123,123,20544,8158,4639,1842,1548,31419,25872,25359,0,25359,513,18127,2087,184,2512,31229,26719,26413,0,26413,306,21369,1923,113,1809,19583,4469,1972,1224,1161,182,54,23,19,33135,29257,28687,570,2679,984,23848,80,889,61,33135,29257,28541,716,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,of,of,of
232351,199737,196905,619,619,116052,5894,80853,4106,2097,223665,188613,185368,0,185368,3245,88542,38241,2269,47044,225619,192906,190741,0,190741,2165,114989,39747,1505,29209,98541,28239,37373,28909,4883,2410,280,160,122,233950,204700,200917,3783,52844,17963,125317,790,3105,360,233950,204717,200379,4338,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,ortahisar,ortahisar,ortahisar
8849,7711,7531,37,37,5458,7247,2073,2753,1842,8902,7784,7555,2,7557,227,4422,856,21,1860,8804,7795,7634,1,7635,160,5085,972,14,1323,5117,741,1011,872,170,24,19,27,5,9231,8263,7986,277,1314,708,5760,13,140,21,9231,8264,7956,308,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,şalpazarı,salpazari,salpazari
18994,15212,14927,87,87,11301,7571,3626,2429,1647,19539,15023,14643,0,14643,380,9386,1833,111,2004,19372,15771,15503,0,15503,268,11745,1747,45,1207,10525,2086,1795,1149,616,95,32,21,5,19719,16770,16324,446,2363,837,12545,29,450,36,19719,16770,16260,510,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,sürmene,surmene,surmene
11539,9793,9464,40,40,5292,5592,4172,4408,1681,11893,10050,9776,0,9776,274,4506,2744,128,1812,11807,9995,9736,0,9736,259,5616,2684,95,947,5479,741,2445,762,273,204,31,29,5,11848,10503,9969,534,3133,581,6014,43,180,34,11848,10503,9985,518,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,tonya,tonya,tonya
20470,17675,17320,76,76,11597,6696,5723,3304,1709,20216,17271,16825,0,16825,446,9233,2427,75,4180,20391,17671,17393,0,17393,278,11451,2676,45,2647,10005,2671,2597,1992,404,83,44,37,4,20857,18407,17837,570,3572,1524,12371,44,310,31,20857,18406,17852,554,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,vakfıkebir,vakfikebir,vakfikebir
25661,21581,21273,89,89,15073,7086,6200,2914,1732,23645,19311,19004,0,19004,307,11745,2585,105,3735,24062,20489,20257,0,20257,232,14768,2516,62,2399,12817,3452,2678,2855,435,150,45,30,2,26731,22879,22464,415,4011,1832,16150,47,293,43,26731,22878,22376,502,trabzon,trabzon,TR.TB,61,61,TR901,TU61,740569,4685,BS,yomra,yomra,yomra
5734,5009,4923,42,42,2871,5832,2052,4168,1247,6068,4852,4770,0,4770,82,1871,796,1351,603,5881,4869,4814,0,4814,55,2440,1037,926,270,2367,573,1067,162,30,729,4,4,0,6038,5052,4936,116,1578,188,2905,236,26,5,6038,5054,4938,116,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,çemişgezek,cemisgezek,cemisgezek
4295,3454,3428,35,35,477,1391,2951,8609,1397,4437,3535,3475,0,3475,60,175,1156,1923,144,4377,3380,3333,0,3333,47,177,1281,1746,78,417,185,1452,55,8,1601,6,1,0,4500,3813,3725,88,2399,56,607,667,6,5,4500,3835,3740,95,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,hozat,hozat,hozat
6174,5199,5156,81,81,665,1290,4491,8710,1518,6508,5487,5424,0,5424,63,362,1006,3890,80,6502,5300,5238,1,5239,61,349,1123,3628,38,470,194,1096,47,6,3895,2,7,4,6718,5869,5721,148,3397,48,660,1598,1,3,6718,5871,5707,164,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,mazgirt,mazgirt,mazgirt
2323,1909,1886,28,28,199,1055,1687,8945,1541,2577,2230,2189,0,2189,41,67,467,1560,43,2587,2062,2041,0,2041,21,40,616,1321,27,212,175,873,40,9,1165,1,7,0,2810,2572,2482,90,1683,49,371,378,6,7,2810,2581,2494,87,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,nazımiye,nazimiye,nazimiye
4960,3735,3701,69,69,368,994,3333,9006,1562,5101,4243,4191,0,4191,52,154,1110,2717,120,5163,3967,3915,0,3915,52,101,1353,2373,35,263,223,1578,25,12,2482,4,3,1,5406,4691,4591,100,3177,16,490,913,2,10,5406,4714,4608,106,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,ovacık,ovacik,ovacik
8373,7265,7174,59,59,1867,2602,5307,7398,1574,8709,7366,7247,2,7249,117,1212,1311,4138,446,8671,7166,7043,2,7045,121,1307,1924,3460,223,1131,632,1949,110,29,3469,19,15,3,8813,7568,7357,211,4026,138,1767,1395,17,14,8813,7572,7357,215,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,pertek,pertek,pertek
2510,2165,2145,55,55,281,1310,1864,8690,1581,2722,2289,2241,0,2241,48,66,1032,1044,49,2656,2117,2093,0,2093,24,52,1180,816,18,217,95,1184,40,13,1088,3,4,0,3021,2738,2644,94,2071,37,289,229,4,6,3021,2738,2636,102,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,pülümür,pulumur,pulumur
26432,22100,21860,118,118,3116,1425,18744,8575,1688,27492,23694,23421,0,23421,273,1722,4025,15648,1646,26690,21550,21377,0,21377,173,1342,5563,13597,601,2271,992,5207,373,58,13790,24,16,7,26984,23146,22738,408,13147,438,3028,6039,33,30,26984,23154,22715,439,tunceli,tunceli,TR.TC,62,62,TRB14,TU62,84022,7774,EA,tunceli merkez,tunceli merkez,tunceli
46876,43421,42961,175,175,40902,9521,2059,479,1115,44438,34038,33230,0,33230,808,19617,1533,2059,8042,44636,39602,39149,0,39149,453,35062,680,1195,1879,29634,11350,435,421,131,1090,10,696,139,49448,44572,43906,666,1047,400,41566,956,114,16,49448,44557,44099,458,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,akçakale,akcakale,akcakale
53293,41724,40967,184,184,25644,6260,15323,3740,1194,52247,40474,39586,1,39587,887,15113,2321,18698,2062,52226,40426,39706,0,39706,720,21194,2419,14092,1274,19220,2474,2520,1123,401,13917,54,1159,7,54194,42013,40875,1138,5434,855,23098,11106,364,61,54194,42016,40918,1098,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,birecik,birecik,birecik
31597,25239,24729,128,128,16233,6564,8496,3436,1209,31720,25321,24669,104,24773,548,11188,309,11816,719,31351,25115,24622,0,24622,493,14107,358,9376,350,12535,1162,524,423,220,9455,36,492,10,32048,25575,24857,718,1408,356,14301,8623,185,44,32048,25591,24917,674,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,bozova,bozova,bozova
44605,37790,36633,135,135,20869,5697,15764,4303,1220,42355,34863,33966,0,33966,897,12573,548,18269,1434,42216,36035,35213,2,35215,820,17476,793,15662,721,14697,2655,1963,390,768,14605,117,1038,118,45323,37358,36351,1007,2867,376,18787,13908,398,36,45323,37388,36372,1016,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,ceylanpınar,ceylanpinar,ceylanpinar
184780,153940,150985,534,534,123844,8202,27141,1798,2091,180361,133272,129522,0,129522,3750,78479,4620,36303,5102,179355,149169,146190,2,146192,2977,113620,2225,25280,2669,91897,12550,2437,1920,1693,27482,180,1712,1215,186972,144797,141086,3711,6620,1206,109331,22919,972,181,186972,144797,141229,3568,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,eyyübiye,eyyubiye,eyyubiye
23223,17275,16817,80,80,7500,4460,9317,5540,1378,22735,17552,17148,0,17148,404,5201,750,10411,392,22665,17281,16908,0,16908,373,5422,920,9878,333,6073,408,1049,326,107,9104,38,88,3,23563,17922,17196,726,2034,235,6898,7956,88,34,23563,17944,17245,699,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,halfeti,halfeti,halfeti
206084,173191,170479,598,598,127540,7481,42939,2519,2092,200784,165593,161703,33,161736,3857,95016,7425,45206,6966,200917,170273,167524,0,167524,2749,125070,7075,29190,3609,102132,16197,7340,3318,3121,36311,166,2023,1448,209478,175527,172056,3471,18061,2726,123703,25909,1825,170,209478,175571,172394,3177,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,haliliye,haliliye,haliliye
36332,35320,35136,149,149,34086,9701,1050,299,1800,34703,29205,28740,0,28740,465,15820,435,487,11392,35038,32768,32451,0,32451,317,27122,171,161,4801,17096,17105,222,262,83,122,21,49,34,37735,35233,34994,239,750,427,33584,88,79,26,37735,35239,34954,285,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,harran,harran,harran
26075,22125,21676,113,113,13729,6334,7947,3666,1393,23291,19418,18914,0,18914,504,6095,2126,7699,309,23342,19580,19159,0,19159,421,10442,730,6820,819,8659,610,2185,458,378,7121,114,1178,9,25131,21270,20712,558,3048,532,10978,5867,276,46,25131,21273,20747,526,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,hilvan,hilvan,hilvan
92776,79620,78413,289,289,54643,6969,23770,3031,2093,70266,59213,58065,0,58065,1148,31644,2398,18120,3258,74244,63538,62680,0,62680,858,43838,2791,12422,2655,49163,6672,4718,3227,2446,21480,165,1029,190,105394,90636,89090,1546,12297,2462,58338,14499,1555,97,105394,90645,89248,1397,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,karaköprü,karakopru,karakopru
130631,103378,101315,433,433,65092,6425,36223,3575,1630,123951,97834,95186,3,95189,2645,32167,7734,41219,978,123964,100485,98296,0,98296,2189,56966,2409,35079,2178,47473,4156,3637,2148,944,38428,156,2463,43,134935,103063,99448,3615,9196,1251,54786,33797,767,168,134935,103078,99965,3113,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,siverek,siverek,siverek
56833,47327,45994,192,192,22601,4914,23393,5086,1643,55217,44743,43990,0,43990,753,6845,363,35587,383,55174,43997,43127,0,43127,870,12240,364,29675,219,13683,395,794,323,264,28742,43,590,10,57712,46253,44844,1409,2492,271,14896,27019,215,74,57712,46258,44967,1291,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,suruç,suruc,suruc
96539,81128,79799,334,334,46409,5816,33390,4184,1713,92151,79162,77770,0,77770,1392,26687,698,47387,1421,91833,79190,77932,46,77978,1212,36352,709,39327,568,32461,2920,1287,770,466,39216,64,994,221,98882,80068,78399,1669,3730,480,37429,36486,379,60,98882,80062,78564,1498,şanlıurfa,sanliurfa,TR.SU,63,63,TRC21,TU63,1523099,18584,SE,viranşehir,viransehir,viransehir
27823,24799,24174,101,101,10853,4490,13321,5510,1170,27993,25048,24281,0,24281,767,8390,7454,220,7362,27964,24633,24033,0,24033,600,10769,7311,132,4881,10196,2904,7281,3468,183,217,120,81,0,28094,25493,24450,1043,8038,3485,12533,126,116,61,28094,25494,24359,1135,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,banaz,banaz,banaz
27905,24915,24420,116,116,9708,3975,14712,6025,1323,27949,25049,24478,0,24478,571,8173,8943,434,6337,27861,24686,24161,0,24161,525,9368,9387,328,4370,9521,1552,8568,3592,184,607,116,138,0,27918,25269,24278,991,10238,3213,10285,262,104,71,27918,25274,24173,1101,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,eşme,esme,esme
8397,7252,6987,30,30,3513,5028,3474,4972,1436,8694,7646,7403,0,7403,243,3167,2501,101,1338,8633,7530,7281,0,7281,249,3523,2465,73,950,3460,442,2152,948,102,99,26,19,0,8491,7576,7248,328,2353,827,3860,46,91,15,8491,7576,7192,384,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,karahallı,karahalli,karahalli
15649,14059,13666,52,52,6324,4628,7342,5372,1629,15847,14277,13812,0,13812,465,5229,5355,192,2630,15716,14017,13641,0,13641,376,5820,5147,127,2078,5823,1253,4746,1457,82,201,47,44,0,15605,14238,13653,585,5099,1450,6875,104,80,46,15605,14238,13654,584,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,sivaslı,sivasli,sivasli
10789,9780,9566,46,46,3861,4036,5705,5964,1697,11172,10151,9935,0,9935,216,3492,3702,79,2348,11074,10029,9824,0,9824,205,3713,3941,47,1790,3420,807,3577,1249,70,154,45,34,0,10595,9704,9356,348,4108,1140,3975,54,46,27,10595,9705,9350,355,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,ulubey,ulubey,ulubey
172314,156348,153474,495,495,75011,4888,78463,5112,1704,165245,149973,147124,1,147125,2848,57913,36420,4306,43266,166202,150900,148416,0,148416,2484,72753,40819,3264,27277,69581,18124,40967,19896,2733,5051,382,288,0,175790,160547,157022,3525,52387,15910,83582,2437,1710,332,175790,160489,156358,4131,uşak,usak,TR.US,64,64,TR334,TU64,334115,5341,AG,uşak merkez,usak merkez,usak
7784,5830,5561,34,34,3784,6805,1777,3195,1770,8017,6600,6330,0,6330,270,1785,67,4140,112,7881,5956,5665,0,5665,291,2438,85,2872,55,2883,166,97,102,120,2333,25,38,46,7746,6229,5810,419,214,86,3269,2166,75,26,7746,6229,5836,393,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,bahçesaray,bahcesaray,bahcesaray
28209,23812,23440,105,105,4369,1864,19071,8136,1175,28388,26819,26635,0,26635,184,317,100,25937,171,28459,26532,26325,0,26325,207,742,159,25183,151,2468,320,423,167,74,19174,159,73,4,27749,23442,22862,580,680,110,2990,19193,55,7,27749,23497,23035,462,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,başkale,baskale,baskale
31796,21344,20553,118,118,6976,3394,13577,6606,1786,32281,26588,26092,0,26092,496,2404,156,22795,379,31903,24996,24485,0,24485,511,3657,327,19863,212,5092,406,474,263,187,18728,67,79,4,32174,26158,25300,858,852,177,5848,18325,155,33,32174,26186,25390,796,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,çaldıran,caldiran,caldiran
11640,9284,8835,53,53,3821,4325,5014,5675,1236,11623,10461,10157,0,10157,304,1439,81,8297,91,11483,9768,9436,0,9436,332,1976,109,7076,42,2833,212,231,121,126,5847,32,44,4,11662,9949,9450,499,420,80,3305,5619,87,19,11662,9991,9530,461,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,çatak,catak,catak
72176,57725,55902,195,195,24449,4374,31453,5626,1918,66628,56891,55591,0,55591,1300,12909,723,38636,2049,68097,56151,54863,0,54863,1288,18331,1058,33514,1059,21253,1853,1416,933,543,35457,60,486,32,75697,63969,62033,1936,3137,750,23672,34069,416,39,75697,63974,62083,1891,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,edremit,edremit,edremit
95620,66307,64430,293,293,31004,4812,33426,5188,1309,93715,76117,74225,0,74225,1892,18205,568,49335,4738,93319,71707,69879,0,69879,1828,25320,954,40674,1288,26045,3109,1398,1183,479,42265,108,489,17,97595,77752,75093,2659,3167,902,29808,40945,367,93,97595,77781,75282,2499,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,erciş,ercis,ercis
17474,13483,12929,65,65,7527,5822,5402,4178,1350,17270,14429,13867,0,13867,562,4393,136,8576,302,17259,13778,13211,0,13211,567,5802,204,6661,181,6274,579,244,170,303,6449,29,102,7,17662,14844,14157,687,622,90,7156,6109,195,30,17662,14839,14202,637,van,van,TR.VA,65,65,TRB21,TU65,979671,19069,EA,gevaş,gevas,gevas
