total.voter,total.vote,valid.vote,opened.ballot,total.ballot,EVET.vote,EVET.ratio,HAYIR.vote,HAYIR.ratio,district.LAU,voter.count.Haziran,voted.count.Haziran,unchallenged.valid.vote.count.Haziran,challenged.valid.vote.count.Haziran,total.valid.vote.count.Haziran,invalid.vote.count.Haziran,AKP.Haziran,CHP.Haziran,HDP.Haziran,MHP.Haziran,voter.count.Kasim,voted.count.Kasim,unchallenged.valid.vote.count.Kasim,challenged.valid.vote.count.Kasim,total.valid.vote.count.Kasim,invalid.vote.count.Kasim,AKP.Kasim,CHP.Kasim,HDP.Kasim,MHP.Kasim,AKP.2018meclis,MHP.2018meclis,CHP.2018meclis,IYI.2018meclis,SP.2018meclis,HDP.2018meclis,VP.2018meclis,HUDAPAR.2018meclis,BGMSZ.2018meclis,voter.count.2018meclis,voted.count.2018meclis,total.valid.vote.count.2018meclis,invalid.vote.count.2018meclis,INCE.2018cb,AKSENER.2018cb,ERDOGAN.2018cb,DEMIRTAS.2018cb,KARAMOLLAOGLU.2018cb,PERINCEK.2018cb,voter.count.2018cb,voted.count.2018cb,total.valid.vote.count.2018cb,invalid.vote.count.2018cb,province.name,province.name.ascii,province.HASC,province.iso3166.2,province.iso3166.2.character,province.NUTS3,province.FIPS,province.population.2007,province.area.km2,region.code,district.name,district.name.ascii,district.name.ascii.normalized
12071,10624,10083,47,47,6487,6434,3596,3566,1757,12399,10956,10655,0,10655,301,5337,1225,54,3566,12478,11129,10930,0,10930,199,6232,1302,38,3024,5165,1885,1562,1603,136,63,44,45,4,12018,10829,10507,322,2027,1756,6466,51,109,34,12018,10830,10443,387,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,aladağ,aladag,aladag
110623,95399,93842,330,330,36577,3898,57265,6102,1219,108965,92781,91081,59,91140,1641,23590,23568,16577,24828,109183,93413,91824,329,92153,1260,30545,25540,14147,20127,29006,13548,21509,12237,834,15163,194,660,42,110714,95135,93193,1942,29927,10566,39195,12563,572,190,110714,95155,93013,2142,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,ceyhan,ceyhan,ceyhan
263334,234248,231421,664,664,70480,3046,160941,6954,2033,256138,222105,219068,0,219068,3037,50710,89376,15962,56490,259205,226800,225001,103,225104,1696,63175,97189,12051,48489,57455,24081,89864,40446,2938,19182,447,354,109,266788,237226,234876,2350,122728,26976,75999,6397,1855,431,266788,237207,234386,2821,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,çukurova,cukurova,cukurova
12479,10260,9998,58,58,6173,6174,3825,3826,1329,12874,10350,10040,0,10040,310,4720,1538,67,3162,12684,10473,10229,0,10229,244,5594,1549,28,2615,5907,1651,1335,1459,129,44,43,57,7,12564,10987,10632,355,1745,1671,6998,37,105,45,12564,10989,10601,388,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,feke,feke,feke
20269,17551,17200,62,62,10085,5863,7115,4137,1806,20149,16897,16437,0,16437,460,7547,3643,389,4197,20052,17290,16968,0,16968,322,9008,3092,285,4143,8183,2497,2724,2373,228,389,33,37,3,20256,16948,16467,481,3579,2208,10168,248,180,28,20256,16950,16411,539,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,imamoğlu,imamoglu,imamoglu
15749,14131,13871,77,77,9365,6751,4506,3249,1437,15942,14366,14053,0,14053,313,7773,1313,87,4349,15825,14403,14198,0,14198,205,8483,1340,57,3942,7985,2465,1296,2045,188,91,25,46,2,16041,14537,14143,394,1934,2140,9871,42,138,21,16041,14538,14146,392,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,karaisalı,karaisali,karaisali
15563,13747,13568,66,66,4367,3219,9201,6781,1443,15562,13529,13300,1,13301,228,3091,5552,863,3521,15615,13498,13302,0,13302,196,3623,5342,633,3494,3525,1939,5258,1512,105,1569,24,31,0,16151,14185,13963,222,6761,1381,5151,566,44,14,16151,14183,13917,266,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,karataş,karatas,karatas
91710,78399,76945,279,279,43151,5608,33794,4392,1486,89987,73975,72184,42,72226,1749,31022,14945,900,22185,89931,76041,74840,0,74840,1201,37552,13629,445,21059,36780,12208,11230,14124,1044,924,208,246,19,92315,78781,76783,1998,16664,12122,46697,401,656,156,92315,78799,76696,2103,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,kozan,kozan,kozan
14258,12366,12139,46,46,7050,5808,5089,4192,1580,14517,12704,12401,5,12406,298,5644,2636,199,3366,14471,12730,12508,0,12508,222,6606,2554,108,2870,5915,2042,2696,1716,213,233,28,30,4,14503,13181,12877,304,3415,1563,7524,121,170,35,14503,13186,12828,358,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,pozantı,pozanti,pozanti
11039,8788,8592,44,44,5766,6711,2826,3289,1588,11410,8938,8695,0,8695,243,4205,1031,48,3028,11296,9082,8872,0,8872,210,4848,979,31,2736,4510,2145,927,873,80,69,43,36,5,10942,8996,8688,308,1249,968,6316,30,69,33,10942,9007,8665,342,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,saimbeyli,saimbeyli,saimbeyli
101783,88974,87485,284,284,48749,5572,38736,4428,2032,92082,79212,77436,0,77436,1776,28610,12711,3298,30289,93345,82065,81044,0,81044,1021,36652,13044,2680,26951,38123,20302,14107,13983,863,4109,112,265,19,106808,93526,91883,1643,20271,13173,54468,2806,663,143,106808,93486,91524,1962,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,sarıçam,saricam,saricam
543589,465928,458692,1382,1382,168063,3664,290629,6336,1104,529658,449743,441306,78,441384,8359,113966,138646,94887,79714,533042,454596,449075,137,449212,5384,145027,147957,82431,65480,139209,41464,132058,44201,4642,92770,845,2445,140,544445,466052,457774,8278,176940,32055,175200,68403,3480,768,544445,466068,456846,9222,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,seyhan,seyhan,seyhan
12617,10141,9886,57,57,5885,5953,4001,4047,1687,13067,10679,10385,0,10385,294,3673,1969,105,4048,13042,10601,10370,0,10370,231,4910,2041,63,3000,4716,2557,2090,1021,168,156,33,64,4,12755,11152,10809,343,2559,1113,6906,45,99,32,12755,11157,10754,403,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,tufanbeyli,tufanbeyli,tufanbeyli
13118,11254,11050,45,45,5051,4571,5999,5429,1734,13408,11377,11154,0,11154,223,3676,2898,279,3978,13213,11372,11188,0,11188,184,4205,2975,171,3538,3887,1825,2693,2036,100,391,33,29,1,13108,11274,10995,279,3553,1892,5316,144,42,33,13108,11273,10980,293,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,yumurtalık,yumurtalik,yumurtalik
273682,230439,226514,727,727,109016,4813,117498,5187,1748,271170,225455,220114,20,220134,5321,74348,53161,43216,40918,270066,227030,223433,30,223463,3567,95739,55096,33741,34585,89859,22418,49734,19989,2317,37562,359,2930,50,275514,230673,225218,5455,67405,16398,111237,27665,1618,361,275514,230703,224684,6019,adana,adana,TR.AA,1,01,TR621,TU81,2006650,12788,MD,yüreğir,yuregir,yuregir
189746,166060,163240,562,562,104331,6391,58909,3609,1105,181793,153716,150582,6,150588,3128,82147,14553,41780,6791,183238,159073,156507,240,156747,2326,100722,18755,29696,4556,81843,17121,21400,10344,2712,32013,184,1322,0,193718,170910,166939,3971,41817,5925,103299,13668,2075,215,193718,170910,166999,3911,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,adıyaman merkez,adiyaman merkez,adiyaman
49613,41300,40345,186,186,27405,6793,12940,3207,1182,49660,39376,38318,0,38318,1058,20088,9208,5812,1790,49373,40305,39469,0,39469,836,26724,6527,3486,1658,22430,3779,7043,2962,482,4083,121,183,0,50927,42421,41083,1338,9333,2115,26925,2065,407,122,50927,42421,40967,1454,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,besni,besni,besni
10429,9585,9398,53,53,6315,6720,3083,3280,1246,10416,9178,8949,0,8949,229,5151,820,2429,179,10374,9508,9356,0,9356,152,6138,884,1942,139,5396,514,1307,211,240,1909,14,43,0,10671,9888,9634,254,2163,195,6053,1006,220,8,10671,9889,9645,244,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,çelikhan,celikhan,celikhan
11644,8555,8405,62,62,7372,8771,1033,1229,1347,12198,8262,8062,0,8062,200,5717,403,1406,111,12074,9164,9060,0,9060,104,7712,304,695,87,6726,286,313,183,165,788,26,41,0,11605,8803,8528,275,424,110,7323,626,82,20,11605,8810,8585,225,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,gerger,gerger,gerger
33868,28797,28207,107,107,16674,5911,11533,4089,1354,32700,26824,26172,0,26172,652,12693,7281,2391,2867,32746,27556,27050,0,27050,506,15721,6794,1619,2173,13627,4182,6536,1994,272,2256,80,88,0,34202,29747,29035,712,8908,1862,17274,572,221,52,34202,29753,28889,864,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,gölbaşı,golbasi,golbasi
72491,60629,59637,272,272,50222,8421,9415,1579,1425,70256,55701,54425,0,54425,1276,37335,931,14012,513,70110,58084,57116,0,57116,968,47280,1281,7153,366,40943,3328,1793,1203,1387,9707,123,2301,0,74961,62538,60785,1753,4228,683,48945,6481,726,94,74961,62769,61157,1612,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,kahta,kahta,kahta
5074,4727,4638,26,26,4359,9398,279,602,1592,5394,4228,4137,0,4137,91,2946,112,675,116,5293,4618,4563,0,4563,55,3933,130,265,106,2866,420,106,176,147,384,1,219,0,4806,4414,4319,95,178,88,3694,288,83,2,4806,4414,4333,81,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,samsat,samsat,samsat
11411,10441,10389,53,53,10005,9630,384,370,1985,11398,10095,10014,0,10014,81,9084,100,513,107,11306,10544,10485,0,10485,59,10059,89,163,63,9081,499,148,307,105,196,4,26,0,11512,10450,10366,84,197,167,9816,149,57,1,11512,10451,10387,64,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,sincik,sincik,sincik
6839,5860,5742,28,28,3751,6533,1991,3467,1989,6930,5818,5660,0,5660,158,3183,1387,372,456,6914,5906,5787,1,5788,118,3832,1184,275,319,2801,757,1305,476,37,305,18,26,0,6879,5957,5725,232,1608,348,3622,94,35,15,6879,5959,5722,237,adıyaman,adiyaman,TR.AD,2,02,TRC12,TU02,582762,7614,SE,tut,tut,tut
190959,174150,170981,531,531,112986,6608,57995,3392,1108,182705,166312,162329,0,162329,3983,86862,22277,2245,44130,184330,168702,166191,2,166193,2509,110661,22491,1227,27751,101225,24993,20464,25573,2254,1719,271,229,0,195131,179752,176728,3024,32164,18205,122911,605,1743,285,195131,179748,175913,3835,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,afyonkarahisar merkez,afyonkarahisar merkez,afyonkarahisar
7871,7100,6901,30,30,3681,5334,3220,4666,1771,8012,7125,6920,0,6920,205,2855,2174,45,1561,7946,7158,6959,0,6959,199,3405,2076,22,1266,3124,899,1720,900,56,32,39,27,0,7818,7126,6797,329,1825,968,3886,29,33,39,7818,7127,6780,347,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,başmakçı,basmakci,basmakci
5729,4998,4797,23,23,3129,6523,1668,3477,1773,5730,4975,4740,0,4740,235,2439,883,97,1048,5721,4921,4756,0,4756,165,2950,838,31,713,2698,638,716,698,29,28,28,18,0,5695,5110,4853,257,936,552,3273,29,26,15,5695,5111,4831,280,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,bayat,bayat,bayat
31282,27331,26734,118,118,19397,7256,7337,2744,1200,30963,27103,26289,1,26290,813,16458,2771,250,5899,31069,27283,26683,0,26683,600,19106,2699,114,4193,14788,6124,2465,2988,373,154,47,56,0,31137,27724,26995,729,3461,2801,20137,89,301,49,31137,27721,26838,883,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,bolvadin,bolvadin,bolvadin
23485,20583,20017,77,77,11076,5533,8941,4467,1239,23578,20709,19910,0,19910,799,9049,4526,187,5342,23668,20788,20237,0,20237,551,10953,4703,110,3918,10105,2600,3808,3215,188,143,80,64,0,23590,20939,20203,736,4640,3093,12174,96,165,43,23590,20938,20211,727,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,çay,cay,cay
8913,8014,7858,29,29,5580,7101,2278,2899,1906,8624,7939,7710,0,7710,229,4090,1109,41,2244,8704,7923,7779,0,7779,144,5026,925,14,1676,4332,1735,766,1155,57,25,15,25,0,9011,8358,8110,248,1032,1121,5876,17,43,9,9011,8359,8098,261,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,çobanlar,cobanlar,cobanlar
8404,7516,7320,32,32,4079,5572,3241,4428,1267,8400,7646,7482,0,7482,164,3245,2076,40,1875,8409,7573,7423,0,7423,150,3839,1799,27,1542,3714,1077,1572,1090,72,41,15,24,0,8481,7787,7605,182,1783,1096,4565,21,60,18,8481,7786,7543,243,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,dazkırı,dazkiri,dazkiri
34880,30119,29279,141,141,15500,5294,13779,4706,1281,34545,29610,28760,0,28760,850,12727,6204,260,8383,34558,29823,29169,0,29169,654,14665,6466,154,6919,13004,4126,7560,4488,295,254,107,98,0,34977,30977,29932,1045,7153,5458,16788,141,218,69,34977,30979,29827,1152,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,dinar,dinar,dinar
28049,21352,20842,125,125,12036,5775,8806,4225,1306,28653,22316,21685,1,21686,630,10562,5369,255,4469,28237,21524,21057,0,21057,467,12101,4990,152,3202,11570,2584,4476,2754,204,189,74,106,0,27862,22693,21957,736,5557,2337,13771,91,146,45,27862,22681,21947,734,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,emirdağ,emirdag,emirdag
5646,4958,4860,19,19,2646,5444,2214,4556,1923,5731,5021,4901,0,4901,120,2040,1516,16,1193,5697,4937,4814,0,4814,123,2276,1407,14,993,2364,562,1310,680,29,15,8,11,0,5617,5094,4979,115,1399,735,2810,6,19,9,5617,5094,4978,116,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,evciler,evciler,evciler
7378,6297,6110,28,28,4517,7393,1593,2607,1944,7583,6373,6127,0,6127,246,3427,660,42,1631,7520,6463,6237,0,6237,226,4121,570,15,1286,3816,1021,565,657,54,35,32,26,0,7357,6528,6206,322,792,598,4685,24,31,11,7357,6528,6141,387,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,hocalar,hocalar,hocalar
19673,18261,17854,74,74,13273,7434,4581,2566,1404,19582,18081,17516,0,17516,565,9897,2048,80,4888,19649,18340,18000,0,18000,340,12719,2035,40,2808,11434,3015,1851,1555,156,61,53,25,0,19876,18590,18150,440,2288,1472,14072,33,123,28,19876,18589,18016,573,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,ihsaniye,ihsaniye,ihsaniye
16218,15098,14844,50,50,11370,7660,3474,2340,1809,15747,14636,14242,0,14242,394,9211,1018,69,2738,15953,14882,14621,0,14621,261,11299,941,45,1693,10093,1792,684,2456,158,73,27,28,0,16583,15639,15311,328,1185,1624,12192,39,180,25,16583,15642,15245,397,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,iscehisar,iscehisar,iscehisar
2041,1727,1631,8,8,967,5929,664,4071,1961,2134,1841,1750,0,1750,91,768,236,12,653,2131,1839,1772,0,1772,67,850,250,4,591,827,276,285,285,10,7,9,7,0,2001,1775,1706,69,334,306,1032,7,7,6,2001,1776,1692,84,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,kızılören,kiziloren,kiziloren
41127,35606,34620,141,141,22642,6540,11978,3460,1594,41450,35250,33972,0,33972,1278,18175,5275,289,8470,41141,35481,34556,0,34556,925,21937,4812,142,6424,20222,4853,4256,5207,514,224,126,92,0,41255,36672,35494,1178,5606,4938,24191,109,381,88,41255,36676,35313,1363,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,sandıklı,sandikli,sandikli
29958,26647,25865,112,112,18338,7090,7527,2910,1626,29975,26575,25520,0,25520,1055,14533,3403,129,6272,30102,26734,25974,0,25974,760,18091,3418,63,3615,16352,3642,3166,2885,172,64,80,62,0,30039,27285,26423,862,3943,2498,19587,57,128,84,30039,27289,26297,992,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,sinanpaşa,sinanpasa,sinanpasa
27621,25282,24497,93,93,16805,6860,7692,3140,1664,27571,24742,23857,0,23857,885,13344,4397,143,4855,27656,25135,24544,0,24544,591,16417,4383,40,2973,15595,2395,4098,2432,271,96,58,50,0,27722,25762,24995,767,4944,2162,17525,56,206,47,27722,25767,24940,827,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,şuhut,suhut,suhut
12508,10996,10684,48,48,3355,3140,7329,6860,1639,12782,11275,10883,0,10883,392,2718,5100,186,2458,12671,11052,10775,0,10775,277,3302,5192,129,1812,2996,900,4443,2105,105,222,69,65,0,12699,11355,10905,450,4984,1987,3613,140,68,59,12699,11362,10851,511,afyonkarahisar,afyonkarahisar,TR.AF,3,03,TR332,TU03,701572,14230,AG,sultandağı,sultandagi,sultandagi
84322,62542,60677,283,283,32608,5374,28069,4626,1111,81875,66163,64610,0,64610,1553,19707,851,39350,2364,81750,61556,60834,0,60834,722,26911,1018,30155,1465,26440,1857,1517,1506,770,31030,96,873,227,84420,66580,64316,2264,4238,1036,30363,28173,735,82,84420,66626,64627,1999,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,ağrı merkez,agri merkez,agri
22439,15084,14505,104,104,4627,3190,9878,6810,1283,22843,19034,18757,0,18757,277,1194,155,16671,192,22516,16961,16562,0,16562,399,2146,221,13635,136,3135,191,410,206,142,12582,45,69,5,22903,17512,16785,727,925,190,3529,12084,94,21,22903,17520,16843,677,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,diyadin,diyadin,diyadin
65515,46925,45557,219,219,10856,2383,34701,7617,1287,64926,54249,53616,0,53616,633,3656,437,48004,870,64429,49309,48420,0,48420,889,5377,569,41123,447,7141,602,1067,507,213,39245,90,453,19,66626,51296,49337,1959,2230,429,8322,38356,185,47,66626,51350,49569,1781,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,doğubayazıt,dogubayazit,dogubayazit
20090,15243,14905,94,94,11148,7479,3757,2521,1301,20760,16074,15698,0,15698,376,4651,147,9808,406,20488,14861,14538,0,14538,323,8289,196,5515,216,7884,447,272,257,277,5420,28,88,5,20010,15241,14678,563,717,145,8842,4819,167,29,20010,15249,14719,530,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,eleşkirt,eleskirt,eleskirt
9587,6826,6661,52,52,3832,5753,2829,4247,1379,10289,8461,8417,0,8417,44,1292,46,6675,59,10186,7785,7606,0,7606,179,2752,117,4512,42,2854,74,233,116,67,3953,18,43,13,9613,7622,7371,251,301,67,3075,3910,42,8,9613,7629,7403,226,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,hamur,hamur,hamur
63010,41087,39788,221,221,13768,3460,26020,6540,1568,61760,52982,52320,0,52320,662,3987,449,46583,707,61234,45368,44366,0,44366,1002,7135,379,35749,335,9852,742,1576,451,250,36608,79,129,8,63387,51244,49695,1549,1959,373,10028,37068,234,48,63387,51238,49710,1528,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,patnos,patnos,patnos
11198,8139,7852,52,52,3282,4180,4570,5820,1667,11448,9608,9447,0,9447,161,1209,98,7528,397,11301,8797,8579,0,8579,218,1795,122,6271,227,1912,538,174,224,56,5782,15,43,5,11331,9102,8749,353,405,117,2505,5653,42,10,11331,9108,8732,376,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,taşlıçay,taslicay,taslicay
17179,12682,12424,96,96,7023,5653,5401,4347,1691,17638,14362,14111,0,14111,251,1913,155,10710,1090,17370,12997,12728,0,12728,269,3362,161,8575,406,3814,793,247,286,64,8063,31,33,5,17185,13748,13336,412,521,214,4757,7766,62,8,17185,13762,13328,434,ağrı,agri,TR.AG,4,04,TRA21,TU04,530879,11376,EA,tutak,tutak,tutak
100380,91332,89758,321,321,49706,5538,40052,4462,1134,96899,87082,85397,5,85402,1680,38420,20786,1067,22089,97439,88395,87075,0,87075,1320,44791,19901,696,19763,41435,12194,21462,13503,1003,1544,159,114,0,101641,93175,91414,1761,27828,10176,51590,356,819,147,101641,93170,90916,2254,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,amasya merkez,amasya merkez,amasya
8012,7259,7136,48,48,4738,6640,2398,3360,1363,8137,7232,7066,0,7066,166,3640,1623,95,1385,8019,7287,7131,0,7131,156,4270,1532,82,1039,3890,917,1491,672,52,161,28,24,0,8202,7466,7235,231,1803,666,4620,24,43,14,8202,7468,7170,298,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,göynücek,goynucek,goynucek
18466,16655,16349,81,81,6896,4218,9453,5782,1368,18819,17197,16842,0,16842,355,6096,7788,239,2091,18716,17097,16814,0,16814,283,6465,7665,200,1984,6214,1167,7793,1093,212,613,22,32,0,18699,17508,17146,362,8628,1038,7099,73,172,30,18699,17514,17040,474,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,gümüşhacıköy,gumushacikoy,gumushacikoy
3089,2845,2773,21,21,1829,6596,944,3404,1938,3221,2921,2841,0,2841,80,1340,710,16,618,3154,2860,2796,0,2796,64,1621,686,5,376,1426,455,637,214,23,28,13,8,0,3077,2893,2804,89,704,213,1817,11,13,8,3077,2893,2766,127,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,hamamözü,hamamozu,hamamozu
53982,48806,48113,194,194,22920,4764,25193,5236,1524,52882,47464,46762,0,46762,702,18448,16685,599,9334,52805,47059,46576,0,46576,483,20317,16165,428,8488,19600,5965,15779,5880,609,1097,77,60,0,54817,49846,49067,779,18904,4860,24348,175,441,76,54817,49830,48804,1026,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,merzifon,merzifon,merzifon
34693,31262,30632,121,121,22123,7222,8509,2778,1641,33980,30189,29399,12,29411,778,18043,3802,276,5796,34117,30877,30337,0,30337,540,21303,3436,164,4493,18813,4602,3725,3429,401,352,66,47,0,35156,32277,31435,842,4959,3032,22731,121,318,51,35156,32269,31212,1057,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,suluova,suluova,suluova
24251,21077,20592,99,99,13005,6316,7587,3684,1668,24568,21699,21112,15,21127,572,9901,3526,155,6691,24743,22088,21646,0,21646,442,10698,2709,82,7515,12023,2393,4213,2487,183,187,82,74,0,24894,22401,21642,759,5068,2294,13870,82,130,56,24894,22401,21500,901,amasya,amasya,TR.AM,5,05,TR834,TU05,328674,5520,BS,taşova,tasova,tasova
21641,19589,19273,69,69,15310,7944,3963,2056,1872,20043,17930,17501,0,17501,429,11621,1526,387,2782,20393,18699,18487,0,18487,212,14198,1473,244,2053,12918,3954,1498,1501,245,392,30,38,0,22893,20913,20576,337,2114,1368,16488,271,176,32,22893,20918,20449,469,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,akyurt,akyurt,akyurt
255182,225647,221779,646,646,140689,6344,81090,3656,1130,251642,218469,213318,16,213334,5135,116843,46161,8816,28430,251367,222072,219247,0,219247,2825,138521,47283,6705,21829,120866,29365,40475,19420,3214,9425,410,259,0,257689,227403,223434,3969,53265,15339,146292,4825,2117,355,257689,227381,222193,5188,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,altındağ,altindag,altindag
9631,8743,8610,42,42,4681,5437,3929,4563,1157,10065,9093,8906,0,8906,187,4337,1554,231,2077,9901,9066,8933,0,8933,133,4896,1718,188,1671,3761,1103,2732,858,84,278,33,21,2,9827,9049,8872,177,2122,1371,5011,228,78,49,9827,9051,8859,192,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,ayaş,ayas,ayas
15447,12440,12197,67,67,8193,6717,4004,3283,1167,16048,12875,12566,0,12566,309,6801,1648,1397,2235,15074,12006,11825,0,11825,181,7582,1686,982,1335,5649,2922,1429,1152,92,1029,18,32,3,15512,12703,12326,377,2137,1186,8187,670,75,13,15512,12710,12268,442,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,bala,bala,bala
36934,32179,31495,152,152,19119,6070,12376,3930,1187,35806,31625,30709,0,30709,916,14805,4124,1004,8843,35650,30937,30455,0,30455,482,18228,4251,212,7011,15119,6951,3535,5266,383,573,87,58,7,36755,32677,31979,698,5080,5218,20830,410,249,77,36755,32664,31864,800,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,beypazarı,beypazari,beypazari
5406,4759,4679,49,49,3950,8442,729,1558,1227,5516,4781,4654,0,4654,127,3367,468,15,584,5474,4925,4847,0,4847,78,3908,428,7,394,3760,1254,415,319,50,11,9,9,0,6561,5923,5827,96,557,316,4861,4,46,2,6561,5928,5786,142,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,çamlıdere,camlidere,camlidere
684755,625715,618054,1732,1732,134513,2176,483541,7824,1231,677894,598169,591132,2,591134,7035,111756,304837,50415,94838,678816,607677,603301,1,603302,4375,135248,337417,42124,76746,107757,41140,284635,89712,8551,64257,2107,375,727,675782,605595,599261,6334,385519,52200,141430,12830,4899,1998,675782,605609,598876,6733,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,çankaya,cankaya,cankaya
61713,55710,54753,215,215,42140,7696,12613,2304,1260,58932,53031,51620,0,51620,1411,34376,5757,909,6953,59581,54529,53810,0,53810,719,40744,5610,619,5498,34610,10475,5440,4115,822,987,83,83,0,63167,57643,56615,1028,7361,3820,43895,579,549,70,63167,57645,56274,1371,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,çubuk,cubuk,cubuk
31963,29168,28628,95,95,13392,4678,15236,5322,1302,30979,28140,27486,1,27487,653,9899,7930,1324,6302,31201,28518,28116,0,28116,402,12840,8336,1027,4993,10904,4065,8272,3426,799,1426,49,70,11,32339,29683,29022,661,10108,2937,14375,935,548,50,32339,29703,28953,750,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,elmadağ,elmadag,elmadag
386978,349061,344189,956,956,156646,4551,187543,5449,1922,355045,313859,307928,318,308246,5613,117100,88981,16064,65299,366272,329462,326211,0,326211,3251,148833,99453,13199,58328,127076,48898,95383,55481,6151,21398,707,344,170,403249,359813,355608,4205,137464,38092,167602,7050,3807,758,403249,359815,354773,5042,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,etimesgut,etimesgut,etimesgut
2281,1816,1763,13,13,1125,6381,638,3619,1924,2299,1852,1790,0,1790,62,961,294,14,423,2307,1832,1763,0,1763,69,1031,350,6,325,942,328,290,267,22,13,8,6,1,2342,1958,1877,81,350,258,1253,9,14,6,2342,1962,1890,72,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,evren,evren,evren
